5655 Manitou Rd,Italian Restaurant ,Excelsior,US,us/deephaven/excelsior/5655manitourd/-1208798076,44.90125519,-93.58864255,9.95,9.95,USD,2016-07-06T20:33:47Z,,Cheese Pizza,Joey Nova's Pizzeria and Grilled Subs,55331,USD,0,25,Deephaven
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
5655 Manitou Rd,Italian Restaurant ,Excelsior,US,us/deephaven/excelsior/5655manitourd/-1208798076,44.90125519,-93.58864255,6.95,6.95,USD,2016-07-06T20:33:47Z,With nutella and powder sugar,Dessert Pizza,Joey Nova's Pizzeria and Grilled Subs,55331,USD,0,25,Deephaven
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
5655 Manitou Rd,Italian Restaurant ,Excelsior,US,us/deephaven/excelsior/5655manitourd/-1208798076,44.90125519,-93.58864255,12.5,12.5,USD,2016-07-06T20:33:47Z,"Roma tomatoes, onions, fresh basil, mozzarella and with garlic olive oil sauce",Pizza Bruschetta,Joey Nova's Pizzeria and Grilled Subs,55331,USD,0,25,Deephaven
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
5655 Manitou Rd,Italian Restaurant ,Excelsior,US,us/deephaven/excelsior/5655manitourd/-1208798076,44.90125519,-93.58864255,4.75,4.75,USD,2016-07-06T20:33:47Z,,Slice of Cheese Pizza,Joey Nova's Pizzeria and Grilled Subs,55331,USD,0,25,Deephaven
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
5655 Manitou Rd,Italian Restaurant ,Excelsior,US,us/deephaven/excelsior/5655manitourd/-1208798076,44.90125519,-93.58864255,10.95,10.95,USD,2016-07-06T20:33:47Z,,Thick or Thin Crust Cheese Pizza,Joey Nova's Pizzeria and Grilled Subs,55331,USD,0,25,Deephaven
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
600 George Washington Hwy,Bar,Lincoln,US,us/ri/lincoln/600georgewashingtonhwy/-1860274498,41.93478118,-71.48750067,8,8,USD,"2016-05-10T00:29:43Z,2016-06-20T17:19:56Z,2016-05-24T02:58:11Z",,Thin Grilled Pizza or Thick Crust,Suite 600,2865,USD,25,40,RI
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
50 N Valle Verde Dr,Asian Restaurant,Henderson,US,us/nv/henderson/50nvalleverdedr/-1476845624,36.030186,-115.06311,10,10,USD,"2016-03-24T09:44:47Z,2017-03-02T18:08:28Z,2016-05-28T19:32:49Z","Portugese Sausage, Spam, Jalapenos, Pineapple, and Mozzarella Cheese",9th Island Pizza,Buddha Belly Deli,89074,USD,25,40,NV
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
3558 W Pinhook Rd,Mexican Restaurant,Lafayette,US,us/la/lafayette/3558wpinhookrd/-440015788,30.16026623,-91.9915483,4.25,4.25,USD,"2015-11-09T18:34:14Z,2016-03-28T05:32:47Z",,Mexican Pizza,Blue Agave Mexican Restaurant,70508,USD,25,40,LA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
293 Saint Georges Ave,Diner,Rahway,US,us/nj/rahway/293saintgeorgesave/18962918,40.595734,-74.29025,22,22,USD,"2015-12-01T15:04:28Z,2016-03-28T05:50:47Z","A great traditional Italian dish our rib steak cooked to your liking with a slice of mozzarella cheese, roasted peppers and fresh sliced mushrooms",Bistecca Alla Pizzaiola,Galaxy Diner,7065,USD,25,40,NJ
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
293 Saint Georges Ave,Diner,Rahway,US,us/nj/rahway/293saintgeorgesave/18962918,40.595734,-74.29025,9,9,USD,"2015-12-01T15:04:28Z,2016-03-28T05:50:47Z",This dinner original is served with mozzarella cheese and topped with our homemade marinara sauce,Pizza Burger,Galaxy Diner,7065,USD,25,40,NJ
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
134 N Wayne Ave,Restaurant,Wayne,US,us/saintdavids/wayne/134nwayneave/-1423711819,40.045304,-75.388245,19,19,USD,2016-08-21T00:00:00Z,,Covaccino Pizza,Vecchia - Wayne,19087,USD,0,30,Saint Davids
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
134 N Wayne Ave,Restaurant,Wayne,US,us/saintdavids/wayne/134nwayneave/-1423711819,40.045304,-75.388245,12,12,USD,2016-08-21T00:00:00Z,"San marzano tomatoes, basil, mozzarella cheese, olive oil",Margarita Pizza,Vecchia - Wayne,19087,USD,0,30,Saint Davids
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
134 N Wayne Ave,Restaurant,Wayne,US,us/saintdavids/wayne/134nwayneave/-1423711819,40.045304,-75.388245,9,9,USD,2016-08-21T00:00:00Z,"San marzano tomatoes, garlic, oregano, olive oil",Marinara Pizza (tomato Pie),Vecchia - Wayne,19087,USD,0,30,Saint Davids
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
134 N Wayne Ave,Restaurant,Wayne,US,us/saintdavids/wayne/134nwayneave/-1423711819,40.045304,-75.388245,12,12,USD,2016-08-21T00:00:00Z,Please order with your meal during peak hours,Nutella Pizza,Vecchia - Wayne,19087,USD,0,30,Saint Davids
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
134 N Wayne Ave,Restaurant,Wayne,US,us/saintdavids/wayne/134nwayneave/-1423711819,40.045304,-75.388245,11,11,USD,2016-08-21T00:00:00Z,"Mozzarella cheese, basil garlic, oregano, olive oil",White Pizza,Vecchia - Wayne,19087,USD,0,30,Saint Davids
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1 Station Plz,Restaurant,Rye,US,us/ny/rye/1stationplz/1459529075,40.986231,-73.678849,12,12,USD,2016-08-06T00:00:00Z,,Breakfast Pizza,Rye Grill and Bar,10580,USD,0,30,NY
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1 Station Plz,Restaurant,Rye,US,us/ny/rye/1stationplz/1459529075,40.986231,-73.678849,10,10,USD,2016-03-29T05:19:28Z,,Breakfast Pizza,Rye Grill and Bar,10580,USD,0,30,NY
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
5300 N Braeswood Blvd,Pizza Place ,Houston,US,us/tx/houston/5300nbraeswoodblvd/-277098853,29.67904,-95.47744,14.99,10.99,USD,2016-06-08T16:11:12Z,"Banana pepper, pepperoni, onion, tomato, feta cheese",Greek Pizza,La Fresca Pizza,77096,USD,0,25,TX
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
5300 N Braeswood Blvd,Pizza Place ,Houston,US,us/tx/houston/5300nbraeswoodblvd/-277098853,29.67904,-95.47744,14.99,10.99,USD,2016-06-08T16:11:12Z,,Mediterranean Pizza,La Fresca Pizza,77096,USD,0,25,TX
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1716 Liberty Rd,American Restaurant,Sykesville,US,us/md/sykesville/1716libertyrd/388682629,39.399492,-76.934053,9,9,USD,2016-08-20T00:00:00Z,"2 Eggs, Sausage, Bacon, and Cheddar Jack.",Breakfast Pizza,The County Cork Wine Pub,21784,USD,0,30,MD
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1716 Liberty Rd,American Restaurant,Sykesville,US,us/md/sykesville/1716libertyrd/388682629,39.399492,-76.934053,8,8,USD,2016-03-28T05:53:34Z,"2 Eggs, Sausage, Bacon, and Cheddar Jack.",Breakfast Pizza,The County Cork Wine Pub,21784,USD,0,30,MD
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
4100 Crain Hwy,Restaurants,Bowie,US,us/southbowie/bowie/4100crainhwy/-2093720949,38.94743,-76.71815,6.99,6.99,USD,2016-05-31T13:37:00Z,Veggie patch pizzaTM,Veggie Patch Pizza,Applebee's,20716,USD,25,40,South Bowie
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
9749 N E 119th Way,Wine Bar,Kirkland,US,us/kingsgate/kirkland/9749ne119thway/-1706081088,47.7067,-122.2117319,8,8,USD,2016-06-08T16:07:42Z,,Margherita Flatbread Pizza,Brix Wine Café,98034,USD,25,40,Kingsgate
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
9749 N E 119th Way,Wine Bar,Kirkland,US,us/kingsgate/kirkland/9749ne119thway/-1706081088,47.7067,-122.2117319,9,9,USD,2016-06-08T16:07:42Z,,Pesto Chicken and Artichoke Flatbread Pizza,Brix Wine Café,98034,USD,25,40,Kingsgate
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
9749 N E 119th Way,Wine Bar,Kirkland,US,us/kingsgate/kirkland/9749ne119thway/-1706081088,47.7067,-122.2117319,8.5,8.5,USD,2016-06-08T16:07:42Z,,Prosciutto and Arugula Flatbread Pizza,Brix Wine Café,98034,USD,25,40,Kingsgate
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
15080 Idlewild Rd,Italian Restaurant ,Matthews,US,us/wesleychapel/matthews/15080idlewildrd/1854570266,35.12226018,-80.65446284,15.95,15.95,USD,2016-08-07T04:50:18Z,,Bbq Chicken Pizza,Mama's Pizza & Restaurant,28104,USD,25,40,Wesley Chapel
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
15080 Idlewild Rd,Italian Restaurant ,Matthews,US,us/wesleychapel/matthews/15080idlewildrd/1854570266,35.12226018,-80.65446284,15.95,15.95,USD,2016-08-07T04:50:18Z,,Buffalo Chicken Pizza,Mama's Pizza & Restaurant,28104,USD,25,40,Wesley Chapel
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
15080 Idlewild Rd,Italian Restaurant ,Matthews,US,us/wesleychapel/matthews/15080idlewildrd/1854570266,35.12226018,-80.65446284,14.95,14.95,USD,2016-08-07T04:50:18Z,,Hawaiian Pizza,Mama's Pizza & Restaurant,28104,USD,25,40,Wesley Chapel
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
15080 Idlewild Rd,Italian Restaurant ,Matthews,US,us/wesleychapel/matthews/15080idlewildrd/1854570266,35.12226018,-80.65446284,14.95,14.95,USD,2016-08-07T04:50:18Z,,Marguerita Pizza,Mama's Pizza & Restaurant,28104,USD,25,40,Wesley Chapel
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
15080 Idlewild Rd,Italian Restaurant ,Matthews,US,us/wesleychapel/matthews/15080idlewildrd/1854570266,35.12226018,-80.65446284,16.95,16.95,USD,2016-08-07T04:50:18Z,,Staten Island Pizza,Mama's Pizza & Restaurant,28104,USD,25,40,Wesley Chapel
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
15080 Idlewild Rd,Italian Restaurant ,Matthews,US,us/wesleychapel/matthews/15080idlewildrd/1854570266,35.12226018,-80.65446284,16.95,16.95,USD,2016-08-07T04:50:18Z,,Veggie Pizza,Mama's Pizza & Restaurant,28104,USD,25,40,Wesley Chapel
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1515 Pease St,Restaurant Management & Consultants,Houston,US,us/tx/houston/1515peasest/-13285737,29.749113,-95.364468,9,9,USD,2016-04-20T11:35:04Z,,Calabash Island Pizza,Calabash Island Eats,77002,USD,0,30,TX
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1515 Pease St,Restaurant Management & Consultants,Houston,US,us/tx/houston/1515peasest/-13285737,29.749113,-95.364468,9,9,USD,2016-04-20T11:35:04Z,,Calabash Pizza,Calabash Island Eats,77002,USD,0,30,TX
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
440 Park Ave S,Restaurant,New York,US,us/nyc/newyork/440parkaves/7374500,40.744049,-73.983838,118.99,118.99,USD,2017-04-09T18:04:35Z,,Pizza,California Pizza Kitchen - Nyc,10016,USD,25,40,Nyc
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
440 Park Ave S,Restaurant,New York,US,us/nyc/newyork/440parkaves/7374500,40.744049,-73.983838,15.49,15.49,USD,2017-04-09T18:04:35Z,"Our legendary BBQ sauce, smoked gouda, red onions and fresh cilantro transform this original to iconic.",The Original Bbq Chicken Pizza,California Pizza Kitchen - Nyc,10016,USD,25,40,Nyc
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
150 Laishley Ct,Restaurant,Punta Gorda,US,us/fl/puntagorda/150laishleyct/2077120409,26.938991,-82.050733,12,12,USD,"2016-08-02T00:00:00Z,2016-08-23T00:00:00Z",,Flat Bread Pizza,Laishley Crab House,33950,USD,0,30,FL
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
78 Speedwell Ave,Chinese Restaurant,Morristown,US,us/nj/morristown/78speedwellave/2017896719,40.800338,-74.482058,9,9,USD,2016-03-31T01:59:17Z,"Shrimp, calamari, mussels, scallion pancake",Seafood Pizza,Mr. Chung's,7960,USD,0,30,NJ
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
78 Speedwell Ave,Chinese Restaurant,Morristown,US,us/nj/morristown/78speedwellave/2017896719,40.800338,-74.482058,9,9,USD,2016-08-21T00:00:00Z,"Shrimp, calamari, mussels, scallion pancake",Seafood Pizza,Mr. Chung's,7960,USD,0,30,NJ
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
584 Amsterdam Ave,Restaurant,New York,US,us/nyc/newyork/584amsterdamave/-1518039706,40.789205,-73.973906,12.5,12.5,USD,2016-08-22T00:00:00Z,,Artichoke Pizza,Bodrum Turkish Mediterranean,10024,USD,0,30,Nyc
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
584 Amsterdam Ave,Restaurant,New York,US,us/nyc/newyork/584amsterdamave/-1518039706,40.789205,-73.973906,9.95,9.95,USD,2016-08-22T00:00:00Z,,Margherita Pizza,Bodrum Turkish Mediterranean,10024,USD,0,30,Nyc
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
584 Amsterdam Ave,Restaurant,New York,US,us/nyc/newyork/584amsterdamave/-1518039706,40.789205,-73.973906,11.95,11.95,USD,2016-08-22T00:00:00Z,,Mediterranean Pizza,Bodrum Turkish Mediterranean,10024,USD,0,30,Nyc
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
584 Amsterdam Ave,Restaurant,New York,US,us/nyc/newyork/584amsterdamave/-1518039706,40.789205,-73.973906,11.95,11.95,USD,2016-08-22T00:00:00Z,,Mushroom Pizza,Bodrum Turkish Mediterranean,10024,USD,0,30,Nyc
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
584 Amsterdam Ave,Restaurant,New York,US,us/nyc/newyork/584amsterdamave/-1518039706,40.789205,-73.973906,10.95,10.95,USD,2016-08-22T00:00:00Z,,Pepperoni Pizza,Bodrum Turkish Mediterranean,10024,USD,0,30,Nyc
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
584 Amsterdam Ave,Restaurant,New York,US,us/nyc/newyork/584amsterdamave/-1518039706,40.789205,-73.973906,11.95,11.95,USD,2016-08-22T00:00:00Z,,Spicy Sausage Pizza,Bodrum Turkish Mediterranean,10024,USD,0,30,Nyc
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
584 Amsterdam Ave,Restaurant,New York,US,us/nyc/newyork/584amsterdamave/-1518039706,40.789205,-73.973906,12.95,12.95,USD,2016-08-22T00:00:00Z,,White Pizza,Bodrum Turkish Mediterranean,10024,USD,0,30,Nyc
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
600 N Colony Rd,Chinese Restaurant,Wallingford,US,us/ct/wallingford/600ncolonyrd/-1110760305,41.469563,-72.81672,3.5,3.5,USD,"2016-05-15T21:05:00Z,2016-05-09T21:27:30Z",,Scallion Pancakes (chinese Pizza),Panda Garden,6492,USD,25,40,CT
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
420 N Middletown Rd,Seafood Restaurants,Pearl River,US,us/ny/pearlriver/420nmiddletownrd/-1911791845,41.07429,-74.01288,9.95,9.95,USD,2016-08-16T00:00:00Z,"Tomato, mozzarella, oregano, fresh basil",Margherita Pizza,AquaTerra Grille,10965,USD,50,55,NY
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
420 N Middletown Rd,Seafood Restaurants,Pearl River,US,us/ny/pearlriver/420nmiddletownrd/-1911791845,41.07429,-74.01288,9.95,9.95,USD,2016-07-06T20:03:03Z,"Tomato, mozzarella, oregano, fresh basil",Margherita Pizza,AquaTerra Grille,10965,USD,50,55,NY
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1325 Us Highway 206,Sushi Restaurant,Skillman,US,us/nj/skillman/1325ushighway206/-20223626,40.404377,-74.649414,9,9,USD,2016-06-04T20:31:16Z,"Pan fried pancake topped w. seaweed salad, spicy tuna or spicy salmon",Sushi Pizza,Ya Ya Noodles Chinese Restaurant,8558,USD,25,40,NJ
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1788 N Atherton St,S,State College,US,us/pa/statecollege/1788nathertonst/-1277410055,40.80853025,-77.90099013,8.6,8.6,USD,2016-06-09T19:58:05Z,"Pepperoni, salami, onions, pizza sauce, provolone.",4. Pizza Cheese Steak,Penn State Sub Shop #3,16803,USD,0,25,PA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1788 N Atherton St,S,State College,US,us/pa/statecollege/1788nathertonst/-1277410055,40.80853025,-77.90099013,7.5,7.5,USD,2016-06-09T19:58:05Z,,Cheese Pizza,Penn State Sub Shop #3,16803,USD,0,25,PA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1788 N Atherton St,S,State College,US,us/pa/statecollege/1788nathertonst/-1277410055,40.80853025,-77.90099013,7.95,7.95,USD,2016-06-09T19:58:05Z,"Salami, pepperoni, shrooms, onions, provolone.",Pizza Sub,Penn State Sub Shop #3,16803,USD,0,25,PA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
1788 N Atherton St,S,State College,US,us/pa/statecollege/1788nathertonst/-1277410055,40.80853025,-77.90099013,6.25,6.25,USD,2016-06-09T19:58:05Z,"Salami, pepperoni, shrooms, onions, provolone.",Pizza Sub Wrap,Penn State Sub Shop #3,16803,USD,0,25,PA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
980 Razorback Dr,Restaurants,Houghton,US,us/mi/houghton/980razorbackdr/-2093720949,47.112873,-88.58666,6.99,6.99,USD,2016-04-05T03:16:18Z,Veggie patch pizzaTM,Veggie Patch Pizza,Applebee's,49931,USD,25,40,MI
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
2500 Moreland Rd,Restaurant,Willow Grove,US,us/pa/willowgrove/2500morelandrd/-41227421,40.140363,-75.123215,12.99,12.99,USD,2016-04-24T00:00:00Z,"Grilled chicken, creamy spinach, Applewood bacon, green onions, Mozzarella, Provolone","Chicken, Spinach Bacon Pizza",Bravo Cucina Italiana - Willow Grove,19090,USD,0,30,PA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
2500 Moreland Rd,Restaurant,Willow Grove,US,us/pa/willowgrove/2500morelandrd/-41227421,40.140363,-75.123215,11.49,11.49,USD,2016-08-20T00:00:00Z,,Margherita Pizza,Bravo Cucina Italiana - Willow Grove,19090,USD,0,30,PA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
2500 Moreland Rd,Restaurant,Willow Grove,US,us/pa/willowgrove/2500morelandrd/-41227421,40.140363,-75.123215,12.29,12.29,USD,2016-08-20T00:00:00Z,"Roasted banana peppers, Mozzarella, Provolone, oregano",Pepperoni Classica Pizza,Bravo Cucina Italiana - Willow Grove,19090,USD,0,30,PA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
2500 Moreland Rd,Restaurant,Willow Grove,US,us/pa/willowgrove/2500morelandrd/-41227421,40.140363,-75.123215,10.99,10.99,USD,2016-04-24T00:00:00Z,,Prosciutto Fennel Pizza,Bravo Cucina Italiana - Willow Grove,19090,USD,0,30,PA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
2500 Moreland Rd,Restaurant,Willow Grove,US,us/pa/willowgrove/2500morelandrd/-41227421,40.140363,-75.123215,12.99,12.99,USD,2016-04-24T00:00:00Z,"Sweet Italian sausage, pepperoni, meatballs, mushrooms, banana peppers, Mozzarella, Provolone",Sicilian Pizza,Bravo Cucina Italiana - Willow Grove,19090,USD,0,30,PA
address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
